,Relative_yield_change,Crop,yield_of_CT,Latitude,Longitude,Years_since_CT_started,Crop_rotation_CT,Crop_rotation_NT,ST,Soil_cover_in_CT,Soil_cover_in_CT,Weed_pest_control_CT,Weed_pest_control_NT,P,E,PB,Tave,Tmax,Tmin
2487,-0.6471,maize,1700.0,-2.35,30.25,2,0,0,3,1486.0,1015.0,0.0,0.0,558.3,512.182,46.118,24.425,26.6788,17.19974
2488,-0.1333,maize,4500.0,-2.35,30.25,1,0,0,3,1486.0,1486.0,0.0,0.0,464.4,520.069,-55.669,24.35,26.48293,17.14181
2489,-0.04,maize,2500.0,-2.35,30.25,2,0,0,3,1486.0,1015.0,0.0,0.0,558.3,512.182,46.118,24.425,26.6788,17.19974
2490,-0.5726,maize,2340.0,-2.35,30.25,1,0,0,3,1486.0,1486.0,0.0,0.0,464.4,520.069,-55.669,24.35,26.48293,17.14181
2491,-0.8,maize,500.0,-2.35,30.25,2,0,0,3,1486.0,1015.0,0.0,0.0,558.3,512.182,46.118,24.425,26.6788,17.19974
2492,-0.2,maize,500.0,-2.35,30.25,2,0,0,3,1486.0,1015.0,0.0,0.0,558.3,512.182,46.118,24.425,26.6788,17.19974
2493,0.0541,maize,3700.0,-2.35,30.25,3,0,0,3,1486.0,1015.0,0.0,0.0,342.0,526.376,-184.376,24.825,26.99082,16.62827
2494,-0.5,maize,200.0,-2.35,30.25,2,0,0,3,1486.0,1015.0,0.0,0.0,558.3,512.182,46.118,24.425,26.6788,17.19974
2495,-0.4583,maize,2400.0,-2.35,30.25,3,0,0,3,1486.0,1015.0,0.0,0.0,342.0,526.376,-184.376,24.825,26.99082,16.62827
2496,-0.1429,maize,700.0,-2.35,30.25,2,0,0,3,1486.0,1015.0,0.0,0.0,558.3,512.182,46.118,24.425,26.6788,17.19974
2497,-0.025,maize,4000.0,-2.35,30.25,3,0,0,3,1486.0,1015.0,0.0,0.0,342.0,526.376,-184.376,24.825,26.99082,16.62827
2498,-0.5,maize,400.0,-2.35,30.25,2,0,0,3,1486.0,1015.0,0.0,0.0,558.3,512.182,46.118,24.425,26.6788,17.19974
2499,-0.7333,maize,1500.0,-2.35,30.25,3,0,0,3,1486.0,1015.0,0.0,0.0,342.0,526.376,-184.376,24.825,26.99082,16.62827
2500,-0.1468,maize,10900.0,8.18,38.85,1,1,1,1,1486.0,1486.0,0.0,0.0,409.5,807.755,-398.255,19.6125,28.52661,11.30607
2501,-0.0843,maize,8300.0,8.18,38.85,2,1,1,1,1486.0,1015.0,0.0,0.0,728.9,847.388,-118.488,20.0875,27.92987,13.61402
2502,-0.0732,maize,8200.0,8.18,38.85,1,1,1,1,1486.0,1486.0,0.0,0.0,409.5,807.755,-398.255,19.6125,28.52661,11.30607
2503,-0.4253,maize,8700.0,8.18,38.85,2,1,1,1,1486.0,1015.0,0.0,0.0,728.9,847.388,-118.488,20.0875,27.92987,13.61402
2504,-0.2391,maize,9200.0,-2.35,30.25,1,0,0,3,1486.0,1486.0,0.0,0.0,464.4,520.069,-55.669,24.35,26.48293,17.14181
2505,-0.0526,maize,3800.0,-2.35,30.25,2,0,0,3,1486.0,1015.0,0.0,0.0,558.3,512.182,46.118,24.425,26.6788,17.19974
2506,-0.2245,maize,4900.0,-2.35,30.25,1,0,0,3,1486.0,1486.0,0.0,0.0,464.4,520.069,-55.669,24.35,26.48293,17.14181
2507,-0.4643,maize,2800.0,-2.35,30.25,2,0,0,3,1486.0,1015.0,0.0,0.0,558.3,512.182,46.118,24.425,26.6788,17.19974
2508,-0.1358,maize,8100.0,-2.35,30.25,1,0,0,3,1486.0,1486.0,0.0,0.0,464.4,520.069,-55.669,24.35,26.48293,17.14181
2509,0.0233,maize,4300.0,-2.35,30.25,2,0,0,3,1486.0,1015.0,0.0,0.0,558.3,512.182,46.118,24.425,26.6788,17.19974
2510,-0.5455,maize,4400.0,-2.35,30.25,1,0,0,3,1486.0,1486.0,0.0,0.0,464.4,520.069,-55.669,24.35,26.48293,17.14181
2511,-0.5,maize,1800.0,-2.35,30.25,2,0,0,3,1486.0,1015.0,0.0,0.0,558.3,512.182,46.118,24.425,26.6788,17.19974
2512,0.0,maize,2200.0,-2.35,30.25,2,0,0,3,1486.0,1015.0,0.0,0.0,558.3,512.182,46.118,24.425,26.6788,17.19974
2513,0.0368,maize,13600.0,-2.35,30.25,3,0,0,3,1486.0,1015.0,0.0,0.0,342.0,526.376,-184.376,24.825,26.99082,16.62827
2514,-0.0513,maize,3900.0,-2.35,30.25,2,0,0,3,1486.0,1015.0,0.0,0.0,558.3,512.182,46.118,24.425,26.6788,17.19974
2515,-0.24,maize,10000.0,-2.35,30.25,3,0,0,3,1486.0,1015.0,0.0,0.0,342.0,526.376,-184.376,24.825,26.99082,16.62827
2516,-0.1563,maize,6400.0,-2.35,30.25,2,0,0,3,1486.0,1015.0,0.0,0.0,558.3,512.182,46.118,24.425,26.6788,17.19974
2517,-0.084,maize,13100.0,-2.35,30.25,3,0,0,3,1486.0,1015.0,0.0,0.0,342.0,526.376,-184.376,24.825,26.99082,16.62827
2518,-0.2821,maize,3900.0,-2.35,30.25,2,0,0,3,1486.0,1015.0,0.0,0.0,558.3,512.182,46.118,24.425,26.6788,17.19974
2519,-0.4762,maize,8400.0,-2.35,30.25,3,0,0,3,1486.0,1015.0,0.0,0.0,342.0,526.376,-184.376,24.825,26.99082,16.62827
2525,0.0096,maize,5328.0,-14.49,35.25,3,1,1,1,1486.0,1015.0,0.0,0.0,724.3,1020.887,-296.587,30.075,31.11509,17.37379
2526,-0.0297,maize,5766.0,-14.49,35.25,3,1,1,1,1486.0,1015.0,0.0,0.0,724.3,1020.887,-296.587,30.075,31.11509,17.37379
2527,-0.0858,maize,4758.0,-14.49,35.25,3,1,1,1,1486.0,1015.0,0.0,0.0,724.3,1020.887,-296.587,30.075,31.11509,17.37379
2530,-0.2722,maize,2796.0,-11.9,33.59,2,1,1,4,1486.0,1015.0,0.0,0.0,958.4,738.978,219.422,24.01429,27.28121,11.99453
2531,-0.289,maize,3214.0,-11.9,33.59,2,1,1,4,1486.0,1015.0,0.0,0.0,958.4,738.978,219.422,24.01429,27.28121,11.99453
2532,0.6327,maize,2804.0,-11.9,33.59,2,1,1,4,1486.0,1015.0,0.0,0.0,958.4,738.978,219.422,24.01429,27.28121,11.99453
2533,-0.0765,maize,5258.0,-11.9,33.59,3,1,1,4,1486.0,1015.0,0.0,0.0,973.5,728.527,244.973,24.8,28.01236,13.10176
2534,0.196,maize,4005.0,-11.9,33.59,3,1,1,4,1486.0,1015.0,0.0,0.0,973.5,728.527,244.973,24.8,28.01236,13.10176
2535,0.3828,maize,4310.0,-11.9,33.59,3,1,1,4,1486.0,1015.0,0.0,0.0,973.5,728.527,244.973,24.8,28.01236,13.10176
2536,1.4484,maize,3448.0,-13.78,34.46,3,1,1,1,1486.0,1015.0,0.0,0.0,688.3,955.441,-267.141,21.925,26.1478,13.98877
2537,0.4325,maize,5001.0,-13.78,34.46,3,1,1,1,1486.0,1015.0,0.0,0.0,688.3,955.441,-267.141,21.925,26.1478,13.98877
2538,0.6291,maize,3891.0,-13.78,34.46,3,1,1,1,1486.0,1015.0,0.0,0.0,688.3,955.441,-267.141,21.925,26.1478,13.98877
2539,0.1042,maize,4185.0,-14.93,34.88,1,0,0,4,1486.0,1015.0,0.0,0.0,991.1000009,905.3112985,85.789,26.98750019,28.99885215,15.60156742
2540,0.58,maize,2831.0,-14.93,34.88,2,0,0,4,1486.0,1015.0,0.0,0.0,1003.199975,893.3684179,109.832,27.95000005,27.56810303,15.84720735
2541,0.5968,maize,3522.0,-14.93,34.88,3,0,0,4,1486.0,1015.0,0.0,0.0,861.9000053,929.3934267,-67.493,28.9749999,28.98434041,16.10986427
2542,0.6234,maize,2881.0,-14.97,34.73,1,0,0,2,1486.0,1015.0,0.0,0.0,961.1999922,630.7558451,330.444,24.81666692,25.05818422,15.08641692
2543,0.367,maize,3820.0,-14.97,34.73,2,0,0,2,1486.0,1015.0,0.0,0.0,921.6999931,642.9647165,278.735,26.25,26.41750016,15.21808649
2544,0.3189,maize,3415.0,-14.97,34.73,3,0,0,2,1486.0,1015.0,0.0,0.0,814.1000233,659.9085916,154.191,26.76666641,25.03714285,15.51644405
2545,0.0028,maize,2903.0,-14.93,34.88,1,0,0,4,1486.0,1015.0,0.0,0.0,991.1000009,905.3112985,85.789,26.98750019,28.99885215,15.60156742
2546,0.7336,maize,1787.0,-14.93,34.88,2,0,0,4,1486.0,1015.0,0.0,0.0,1003.199975,893.3684179,109.832,27.95000005,27.56810303,15.84720735
2547,0.5969,maize,2550.0,-14.93,34.88,3,0,0,4,1486.0,1015.0,0.0,0.0,861.9000053,929.3934267,-67.493,28.9749999,28.98434041,16.10986427
2548,0.7911,maize,2418.0,-14.97,34.73,1,0,0,2,1486.0,1015.0,0.0,0.0,961.1999922,630.7558451,330.444,24.81666692,25.05818422,15.08641692
2549,0.7111,maize,2665.0,-14.97,34.73,2,0,0,2,1486.0,1015.0,0.0,0.0,921.6999931,642.9647165,278.735,26.25,26.41750016,15.21808649
2550,0.3215,maize,2482.0,-14.97,34.73,3,0,0,2,1486.0,1015.0,0.0,0.0,814.1000233,659.9085916,154.191,26.76666641,25.03714285,15.51644405
2580,2.7018,maize,627.0,37.99,-100.82,1,1,1,2,1486.0,1015.0,0.0,0.0,349.6,555.808,-206.208,20.95,34.54738,3.92343
2581,1.4446,maize,1129.0,37.99,-100.82,1,1,1,2,1486.0,1015.0,0.0,0.0,349.6,555.808,-206.208,20.95,34.54738,3.92343
2582,1.1049,maize,1192.0,37.99,-100.82,1,1,1,2,1486.0,1015.0,0.0,0.0,349.6,555.808,-206.208,20.95,34.54738,3.92343
2583,1.0558,maize,1129.0,37.99,-100.82,1,1,1,2,1486.0,1015.0,0.0,0.0,349.6,555.808,-206.208,20.95,34.54738,3.92343
2584,0.8801,maize,1568.0,37.99,-100.82,1,1,1,2,1486.0,1015.0,0.0,0.0,349.6,555.808,-206.208,20.95,34.54738,3.92343
2585,0.7504,maize,1254.0,37.99,-100.82,1,1,1,2,1486.0,1015.0,0.0,0.0,349.6,555.808,-206.208,20.95,34.54738,3.92343
2586,0.6429,maize,1756.0,37.99,-100.82,1,1,1,2,1486.0,1015.0,0.0,0.0,349.6,555.808,-206.208,20.95,34.54738,3.92343
2587,0.4288,maize,1756.0,37.99,-100.82,1,1,1,2,1486.0,1015.0,0.0,0.0,349.6,555.808,-206.208,20.95,34.54738,3.92343
2588,0.2593,maize,5080.0,37.99,-100.82,3,1,1,2,1486.0,1015.0,0.0,0.0,364.0,572.642,-208.642,19.46667,31.78592,3.43443
2589,0.1899,maize,4955.0,37.99,-100.82,3,1,1,2,1486.0,1015.0,0.0,0.0,364.0,572.642,-208.642,19.46667,31.78592,3.43443
2590,0.1628,maize,5394.0,37.99,-100.82,3,1,1,2,1486.0,1015.0,0.0,0.0,364.0,572.642,-208.642,19.46667,31.78592,3.43443
2591,0.1187,maize,6335.0,37.99,-100.82,3,1,1,2,1486.0,1015.0,0.0,0.0,364.0,572.642,-208.642,19.46667,31.78592,3.43443
2592,0.1054,maize,5958.0,37.99,-100.82,3,1,1,2,1486.0,1015.0,0.0,0.0,364.0,572.642,-208.642,19.46667,31.78592,3.43443
2593,0.0686,maize,6397.0,37.99,-100.82,3,1,1,2,1486.0,1015.0,0.0,0.0,364.0,572.642,-208.642,19.46667,31.78592,3.43443
2594,0.0426,maize,5896.0,37.99,-100.82,3,1,1,2,1486.0,1015.0,0.0,0.0,364.0,572.642,-208.642,19.46667,31.78592,3.43443
2595,-0.0281,maize,4453.0,37.99,-100.82,3,1,1,2,1486.0,1015.0,0.0,0.0,364.0,572.642,-208.642,19.46667,31.78592,3.43443
2596,-0.0611,maize,5143.0,37.99,-100.82,3,1,1,2,1486.0,1015.0,0.0,0.0,364.0,572.642,-208.642,19.46667,31.78592,3.43443
2597,0.7461,maize,3951.0,37.99,-100.82,4,1,1,2,1486.0,1015.0,0.0,0.0,390.1,599.818,-209.718,21.21667,33.81494,5.66872
2598,0.5999,maize,4704.0,37.99,-100.82,4,1,1,2,1486.0,1015.0,0.0,0.0,390.1,599.818,-209.718,21.21667,33.81494,5.66872
2599,0.5457,maize,4829.0,37.99,-100.82,4,1,1,2,1486.0,1015.0,0.0,0.0,390.1,599.818,-209.718,21.21667,33.81494,5.66872
2600,0.5217,maize,4328.0,37.99,-100.82,4,1,1,2,1486.0,1015.0,0.0,0.0,390.1,599.818,-209.718,21.21667,33.81494,5.66872
2601,0.3333,maize,4516.0,37.99,-100.82,4,1,1,2,1486.0,1015.0,0.0,0.0,390.1,599.818,-209.718,21.21667,33.81494,5.66872
2602,0.297,maize,4014.0,37.99,-100.82,4,1,1,2,1486.0,1015.0,0.0,0.0,390.1,599.818,-209.718,21.21667,33.81494,5.66872
2603,0.2466,maize,4579.0,37.99,-100.82,4,1,1,2,1486.0,1015.0,0.0,0.0,390.1,599.818,-209.718,21.21667,33.81494,5.66872
2604,0.2179,maize,4892.0,37.99,-100.82,4,1,1,2,1486.0,1015.0,0.0,0.0,390.1,599.818,-209.718,21.21667,33.81494,5.66872
2605,0.2025,maize,5268.0,37.99,-100.82,4,1,1,2,1486.0,1015.0,0.0,0.0,390.1,599.818,-209.718,21.21667,33.81494,5.66872
2606,1.5273,maize,1100.0,37.99,-100.82,3,0,0,2,1486.0,1015.0,0.0,0.0,349.6,555.808,-206.208,20.95,34.54738,3.92343
2607,0.1614,maize,5390.0,37.99,-100.82,5,0,0,2,1486.0,1015.0,0.0,0.0,364.0,572.642,-208.642,19.46667,31.78592,3.43443
2608,0.5941,maize,4730.0,37.99,-100.82,6,0,0,2,1486.0,1015.0,0.0,0.0,390.1,599.818,-209.718,21.21667,33.81494,5.66872
2609,0.4318,maize,4910.0,37.99,-100.82,7,0,0,2,1486.0,1015.0,0.0,0.0,377.1,553.211,-176.111,19.56667,34.49125,2.97303
2622,-0.2734,maize,1792.0,-19.58,31.23,10,1,1,2,1486.0,1015.0,0.0,0.0,525.5,609.681,-84.181,22.38333,26.21487,8.72521
2623,-0.4008,maize,1250.0,-19.58,31.23,10,1,1,2,1486.0,1015.0,0.0,0.0,525.5,609.681,-84.181,22.38333,26.21487,8.72521
2624,-0.4798,maize,496.0,-19.58,31.23,10,1,1,2,1486.0,1486.0,0.0,0.0,525.5,609.681,-84.181,22.38333,26.21487,8.72521
2625,0.0824,maize,692.0,-19.58,31.23,10,1,1,2,1486.0,1486.0,0.0,0.0,525.5,609.681,-84.181,22.38333,26.21487,8.72521
2626,-0.2131,maize,1652.0,-19.58,31.23,11,1,1,2,1486.0,1015.0,0.0,0.0,440.5,651.133,-210.633,22.53333,28.11711,9.32528
2627,-0.3939,maize,495.0,-19.58,31.23,11,1,1,2,1486.0,1015.0,0.0,0.0,440.5,651.133,-210.633,22.53333,28.11711,9.32528
2628,-0.5153,maize,1238.0,-19.58,31.23,11,1,1,2,1486.0,1015.0,0.0,0.0,440.5,651.133,-210.633,22.53333,28.11711,9.32528
2629,-0.7114,maize,1057.0,-19.58,31.23,11,1,1,2,1486.0,1486.0,0.0,0.0,440.5,651.133,-210.633,22.53333,28.11711,9.32528
2630,-0.2,maize,2500.0,-19.58,31.23,12,1,1,2,1486.0,1486.0,0.0,0.0,374.5999906,632.5140128,-257.914,22.41666667,27.22446987,11.45263278
2631,-0.2857,maize,2100.0,-19.58,31.23,12,1,1,2,1486.0,1486.0,0.0,0.0,374.5999906,632.5140128,-257.914,22.41666667,27.22446987,11.45263278
2718,-0.074,maize,8240.0,43.28,-81.47,1,1,1,1,1486.0,1486.0,0.0,0.0,418.2,541.217,-123.017,16.2,25.52041,5.62255
2719,-0.1217,maize,9610.0,43.28,-81.47,2,1,1,1,1486.0,1486.0,0.0,0.0,420.7,552.26,-131.56,17.35,27.27467,6.81687
2720,-0.0885,maize,11750.0,43.02,-82.12,1,1,1,3,1486.0,1486.0,0.0,0.0,434.1,508.529,-74.429,17.16667,26.19134,6.65006
2721,-0.0758,maize,7780.0,43.02,-82.12,2,1,1,3,1486.0,1486.0,0.0,0.0,448.6,517.099,-68.499,18.16667,28.07955,8.08939
2722,-0.1391,maize,8340.0,43.28,-81.47,1,1,1,1,1486.0,1486.0,0.0,0.0,418.2,541.217,-123.017,16.2,25.52041,5.62255
2723,-0.108,maize,9350.0,43.28,-81.47,2,1,1,1,1486.0,1486.0,0.0,0.0,420.7,552.26,-131.56,17.35,27.27467,6.81687
2724,-0.1035,maize,11300.0,43.02,-82.12,1,1,1,3,1486.0,1486.0,0.0,0.0,434.1,508.529,-74.429,17.16667,26.19134,6.65006
2725,-0.1412,maize,7930.0,43.02,-82.12,2,1,1,3,1486.0,1486.0,0.0,0.0,448.6,517.099,-68.499,18.16667,28.07955,8.08939
2726,0.1919,maize,2595.0,7.5,3.9,1,1,1,4,1486.0,1015.0,0.0,0.0,684.4,441.423,242.977,27.44,33.7616,22.35871
2727,0.0546,maize,5384.0,7.5,3.9,1,1,1,4,1486.0,1015.0,0.0,0.0,684.4,441.423,242.977,27.44,33.7616,22.35871
2742,-0.008,maize,8740.0,51.03,17.35,1,0,0,0,1486.0,1486.0,0.0,0.0,432.8,396.822,35.978,14.08571,25.00612,4.77815
2743,-0.0179,maize,8960.0,51.03,17.35,1,0,0,0,1486.0,1486.0,0.0,0.0,432.8,396.822,35.978,14.08571,25.00612,4.77815
2744,-0.0636,maize,9270.0,51.03,17.35,1,0,0,0,1486.0,1015.0,0.0,0.0,432.8,396.822,35.978,14.08571,25.00612,4.77815
2745,-0.0661,maize,9080.0,51.03,17.35,1,0,0,0,1486.0,1015.0,0.0,0.0,432.8,396.822,35.978,14.08571,25.00612,4.77815
2746,0.0253,maize,9080.0,51.03,17.35,4,0,0,0,1486.0,1015.0,0.0,0.0,484.3,405.625,78.675,14.24286,26.06737,3.71739
2747,-0.0249,maize,9620.0,51.03,17.35,4,0,0,0,1486.0,1486.0,0.0,0.0,484.3,405.625,78.675,14.24286,26.06737,3.71739
2748,-0.0479,maize,9820.0,51.03,17.35,4,0,0,0,1486.0,1486.0,0.0,0.0,484.3,405.625,78.675,14.24286,26.06737,3.71739
2749,-0.105,maize,10950.0,51.03,17.35,4,0,0,0,1486.0,1015.0,0.0,0.0,484.3,405.625,78.675,14.24286,26.06737,3.71739
2750,0.0582,maize,11340.0,51.03,17.35,5,0,0,0,1486.0,1015.0,0.0,0.0,403.5,428.102,-24.602,13.88571,26.64484,1.77962
2751,0.0566,maize,11660.0,51.03,17.35,5,0,0,0,1486.0,1486.0,0.0,0.0,403.5,428.102,-24.602,13.88571,26.64484,1.77962
2752,0.0233,maize,12020.0,51.03,17.35,5,0,0,0,1486.0,1486.0,0.0,0.0,403.5,428.102,-24.602,13.88571,26.64484,1.77962
2753,-0.0163,maize,12240.0,51.03,17.35,5,0,0,0,1486.0,1015.0,0.0,0.0,403.5,428.102,-24.602,13.88571,26.64484,1.77962
2762,0.015,maize,11319.0,41.8,1.12,20,1,1,0,1486.0,1015.0,0.0,0.0,159.8,667.161,-507.361,19.7625,34.45457,5.2742
2763,0.0519,maize,11489.0,41.8,1.12,21,1,1,0,1486.0,1015.0,0.0,0.0,151.5,648.357,-496.857,18.975,33.35267,3.57247
2764,0.2369,maize,9702.0,41.8,1.12,22,1,1,0,1486.0,1015.0,0.0,0.0,253.6,671.08,-417.48,19.6,33.27401,4.93877
2765,0.9993,maize,5702.0,41.8,1.12,20,1,1,0,1486.0,1015.0,0.0,0.0,159.8,667.161,-507.361,19.7625,34.45457,5.2742
2766,0.195,maize,9757.0,41.8,1.12,21,1,1,0,1486.0,1015.0,0.0,0.0,151.5,648.357,-496.857,18.975,33.35267,3.57247
2767,0.5065,maize,6553.0,41.8,1.12,22,1,1,0,1486.0,1015.0,0.0,0.0,253.6,671.08,-417.48,19.6,33.27401,4.93877
2786,0.0156,maize,3840.0,28.63,77.18,1,0,0,0,1486.0,1015.0,0.0,0.0,560.1,444.589,115.511,30.1,41.91501,18.08905
2787,0.0904,maize,3430.0,28.63,77.18,2,0,0,0,1486.0,1015.0,0.0,0.0,759.9,457.165,302.735,29.48,38.21992,20.36134
2788,0.2808,maize,3490.0,28.63,77.18,3,0,0,0,1486.0,1015.0,0.0,0.0,265.5,481.34,-215.84,30.82,41.46643,19.8821
2789,0.0434,maize,7903.0,28.67,77.2,1,0,0,0,1486.0,1015.0,0.0,0.0,543.9,471.369,72.531,29.16,35.36128,20.86549
2790,0.0659,maize,7994.0,28.67,77.2,2,0,0,0,1486.0,1015.0,0.0,0.0,400.4,482.36,-81.96,30.72,41.17633,19.2845
2791,0.1767,maize,9599.0,28.67,77.2,3,0,0,0,1486.0,1015.0,0.0,0.0,843.5,449.03,394.47,29.74,40.53674,20.90237
2792,0.2105,maize,9255.0,28.67,77.2,4,0,0,0,1486.0,1015.0,0.0,0.0,538.8,469.459,69.341,29.4,38.09192,19.49525
2793,0.187,maize,10539.0,28.67,77.2,5,0,0,0,1486.0,1015.0,0.0,0.0,560.1,444.589,115.511,30.1,41.91501,18.08905
2794,0.204,maize,10676.0,28.67,77.2,6,0,0,0,1486.0,1015.0,0.0,0.0,759.9,457.165,302.735,29.48,38.21992,20.36134
2798,-0.0164,maize,9997.0,42.03,-93.62,9,0,0,0,1486.0,1015.0,0.0,0.0,429.0,541.629,-112.629,18.58333,29.48987,4.37156
2800,2.2258,maize,3100.0,44.57,-123.24,5,0,0,0,1486.0,1015.0,0.0,0.0,405.1,511.186,-106.086,15.11429,27.69235,5.07457
2801,0.3623,maize,13800.0,44.57,-123.24,4,0,0,0,1486.0,1015.0,0.0,0.0,405.1,511.186,-106.086,15.11429,27.69235,5.07457
2802,0.3444,maize,9000.0,44.57,-123.24,4,0,0,0,1486.0,1015.0,0.0,0.0,405.1,511.186,-106.086,15.11429,27.69235,5.07457
2803,0.244,maize,16800.0,44.57,-123.24,4,0,0,0,1486.0,1015.0,0.0,0.0,405.1,511.186,-106.086,15.11429,27.69235,5.07457
2804,0.5915,maize,7100.0,44.57,-123.24,5,0,0,0,1486.0,1015.0,0.0,0.0,405.1,511.186,-106.086,15.11429,27.69235,5.07457
2805,0.4815,maize,8100.0,44.57,-123.24,5,0,0,0,1486.0,1015.0,0.0,0.0,405.1,511.186,-106.086,15.11429,27.69235,5.07457
2884,-0.1378,maize,8534.0,31.08,-97.33,13,1,1,3,1486.0,1015.0,0.0,0.0,473.3,705.624,-232.324,24.68333,36.81158,12.31197
2885,-0.3003,maize,7683.0,31.08,-97.33,14,1,1,3,1486.0,1015.0,0.0,0.0,374.3,680.701,-306.401,25.08333,36.62847,14.02768
2890,-0.1324,maize,2720.0,28.63,77.15,4,0,0,0,1486.0,1015.0,0.0,0.0,410.0,475.816,-65.816,30.7,38.48885,17.90754
2891,-0.1452,maize,2410.0,28.63,77.15,4,0,0,0,1486.0,1486.0,0.0,0.0,410.0,475.816,-65.816,30.7,38.48885,17.90754
2911,-0.0826,maize,7750.0,40.83,-96.47,14,0,0,0,1486.0,1015.0,1.0,1.0,418.7999954,571.5766397,-152.777,21.03333362,32.86364943,5.623964371
2912,-0.0623,maize,7220.0,40.83,-96.47,14,0,0,0,1486.0,1015.0,1.0,1.0,418.7999954,571.5766397,-152.777,21.03333362,32.86364943,5.623964371
2918,-0.0266,maize,3229.0,-24.62,150.87,12,1,1,0,1486.0,1015.0,0.0,0.0,307.7,758.851,-451.151,24.37143,31.71999,12.02983
2919,7.55,maize,100.0,-24.62,150.87,13,1,1,0,1486.0,1015.0,0.0,0.0,536.8,773.999,-237.199,24.57143,31.90284,11.58385
2920,5.4075,maize,265.0,-24.62,150.87,18,0,0,0,1486.0,1015.0,0.0,0.0,336.0,752.554,-416.554,23.82857,31.72857,8.01619
2938,0.0109,maize,5510.0,30.93,75.87,1,1,1,0,1486.0,1486.0,0.0,0.0,410.3,526.477,-116.177,29.56,40.13661,16.83765
2939,0.0236,maize,5510.0,30.93,75.87,1,1,1,0,1486.0,1015.0,0.0,0.0,410.3,526.477,-116.177,29.56,40.13661,16.83765
2944,0.8182,maize,6286.0,41.8,1.12,20,1,1,0,1486.0,1015.0,0.0,0.0,159.8,667.161,-507.361,19.7625,34.45457,5.2742
2945,1.4335,maize,5714.0,41.8,1.12,20,1,1,0,1486.0,1015.0,0.0,0.0,159.8,667.161,-507.361,19.7625,34.45457,5.2742
2946,0.1229,maize,10857.0,41.8,1.12,20,1,1,0,1486.0,1015.0,0.0,0.0,159.8,667.161,-507.361,19.7625,34.45457,5.2742
2947,0.0256,maize,14717.0,41.8,1.12,20,1,1,0,1486.0,1015.0,0.0,0.0,159.8,667.161,-507.361,19.7625,34.45457,5.2742
2948,0.3529,maize,9623.0,41.8,1.12,20,1,1,0,1486.0,1015.0,0.0,0.0,159.8,667.161,-507.361,19.7625,34.45457,5.2742
2949,-0.2192,maize,13774.0,41.8,1.12,20,1,1,0,1486.0,1015.0,0.0,0.0,159.8,667.161,-507.361,19.7625,34.45457,5.2742
2950,0.6666,maize,7429.0,41.8,1.12,20,1,1,0,1486.0,1015.0,0.0,0.0,159.8,667.161,-507.361,19.7625,34.45457,5.2742
2951,3.928,maize,2667.0,41.8,1.12,20,1,1,0,1486.0,1015.0,0.0,0.0,159.8,667.161,-507.361,19.7625,34.45457,5.2742
2952,0.2941,maize,9714.0,41.8,1.12,20,1,1,0,1486.0,1015.0,0.0,0.0,159.8,667.161,-507.361,19.7625,34.45457,5.2742
2959,0.1064,maize,9400.0,25.0,88.0,1,0,0,0,1486.0,1486.0,0.0,0.0,741.3,417.193,324.107,29.95,36.4225,27.06985
2960,0.0319,maize,9400.0,25.0,88.0,1,0,0,0,1486.0,1015.0,0.0,0.0,741.3,417.193,324.107,29.95,36.4225,27.06985
2961,0.1505,maize,9300.0,25.0,88.0,1,0,0,0,1486.0,1015.0,0.0,0.0,741.3,417.193,324.107,29.95,36.4225,27.06985
2962,0.1052,maize,9410.0,25.0,88.0,2,0,0,0,1486.0,1486.0,0.0,0.0,1338.6,381.209,957.391,29.3,34.18875,26.68599
2963,0.0,maize,9800.0,25.0,88.0,2,0,0,0,1486.0,1015.0,0.0,0.0,1338.6,381.209,957.391,29.3,34.18875,26.68599
2964,0.1354,maize,9600.0,25.0,88.0,2,0,0,0,1486.0,1015.0,0.0,0.0,1338.6,381.209,957.391,29.3,34.18875,26.68599
2965,0.0202,maize,9900.0,25.0,88.0,3,0,0,0,1486.0,1486.0,0.0,0.0,1151.7,405.298,746.402,30.05,37.34504,27.14498
2966,-0.0288,maize,10400.0,25.0,88.0,3,0,0,0,1486.0,1015.0,0.0,0.0,1151.7,405.298,746.402,30.05,37.34504,27.14498
2967,0.0577,maize,10400.0,25.0,88.0,3,0,0,0,1486.0,1015.0,0.0,0.0,1151.7,405.298,746.402,30.05,37.34504,27.14498
3001,0.1862,maize,4419.0,34.68,-86.87,10,0,0,0,1486.0,1015.0,0.0,0.0,695.5,605.248,90.252,22.65,32.97991,9.33402
3002,0.0933,maize,3505.0,34.68,-86.87,10,0,0,0,1486.0,1015.0,0.0,0.0,695.5,605.248,90.252,22.65,32.97991,9.33402
3003,0.0619,maize,5831.0,34.68,-86.87,13,0,0,0,1486.0,1015.0,0.0,0.0,634.7,607.571,27.129,22.36667,33.45708,10.21842
3004,-0.0369,maize,4714.0,34.68,-86.87,13,0,0,0,1486.0,1015.0,0.0,0.0,634.7,607.571,27.129,22.36667,33.45708,10.21842
3005,0.6923,maize,5200.0,45.12,-73.83,3,1,1,2,1486.0,1015.0,0.0,0.0,666.3,425.557,240.743,12.08571,26.04839,-4.40017
3006,0.1,maize,4000.0,45.12,-73.83,3,1,1,2,1486.0,1015.0,0.0,0.0,666.3,425.557,240.743,12.08571,26.04839,-4.40017
