,Relative_yield_change,Crop,yield_of_CT,Latitude,Longitude,Years_since_CT_started,Crop_rotation_CT,Crop_rotation_NT,ST,Soil_cover_in_CT,Soil_cover_in_CT,Weed_pest_control_CT,Weed_pest_control_NT,P,E,PB,Tave,Tmax,Tmin
3007,0.0282,maize,7100.0,45.12,-73.83,3,1,1,2,1486.0,1015.0,0.0,0.0,666.3,425.557,240.743,12.08571,26.04839,-4.40017
3008,-0.1587,maize,6300.0,45.12,-73.83,3,1,1,2,1486.0,1015.0,0.0,0.0,666.3,425.557,240.743,12.08571,26.04839,-4.40017
3009,-0.2747,maize,9100.0,45.12,-73.83,3,1,1,2,1486.0,1015.0,0.0,0.0,666.3,425.557,240.743,12.08571,26.04839,-4.40017
3010,-0.32,maize,7500.0,45.12,-73.83,3,1,1,2,1486.0,1015.0,0.0,0.0,666.3,425.557,240.743,12.08571,26.04839,-4.40017
3011,0.0217,maize,4600.0,45.63,-72.9,3,1,1,0,1486.0,1015.0,0.0,0.0,695.2,449.951,245.249,15.4,26.30599,2.38646
3012,-0.1127,maize,7100.0,45.63,-72.9,3,1,1,0,1486.0,1015.0,0.0,0.0,695.2,449.951,245.249,15.4,26.30599,2.38646
3013,-0.3387,maize,6200.0,45.63,-72.9,3,1,1,0,1486.0,1015.0,0.0,0.0,695.2,449.951,245.249,15.4,26.30599,2.38646
3014,-0.3793,maize,2900.0,45.63,-72.9,3,1,1,0,1486.0,1015.0,0.0,0.0,695.2,449.951,245.249,15.4,26.30599,2.38646
3015,-0.6279,maize,4300.0,45.63,-72.9,3,1,1,0,1486.0,1015.0,0.0,0.0,695.2,449.951,245.249,15.4,26.30599,2.38646
3016,-0.6667,maize,1800.0,45.63,-72.9,3,1,1,0,1486.0,1015.0,0.0,0.0,695.2,449.951,245.249,15.4,26.30599,2.38646
3140,0.0488,maize,8190.0,-37.75,-58.3,1,0,0,1,1486.0,1486.0,0.0,0.0,693.9,605.484,88.416,17.51429,25.78936,8.37571
3141,0.0381,maize,8400.0,-37.75,-58.3,1,0,0,1,1486.0,1486.0,0.0,0.0,693.9,605.484,88.416,17.51429,25.78936,8.37571
3142,-0.0566,maize,8650.0,-37.75,-58.3,1,0,0,1,1486.0,1486.0,0.0,0.0,693.9,605.484,88.416,17.51429,25.78936,8.37571
3143,-0.2225,maize,7910.0,-37.75,-58.3,1,0,0,1,1486.0,1486.0,0.0,0.0,693.9,605.484,88.416,17.51429,25.78936,8.37571
3144,-0.2901,maize,2930.0,28.63,77.15,4,1,1,0,1486.0,1486.0,1.0,1.0,410.0,475.816,-65.816,30.7,38.48885,17.90754
3145,-0.4436,maize,2570.0,28.63,77.15,4,1,1,0,1486.0,1015.0,1.0,1.0,410.0,475.816,-65.816,30.7,38.48885,17.90754
3149,0.2453,maize,10600.0,32.53,-83.85,2,1,1,2,1486.0,1015.0,0.0,0.0,847.1,683.766,163.334,24.78333,34.86976,10.59911
3150,-0.008,maize,25100.0,32.53,-83.85,2,1,1,2,1486.0,1015.0,0.0,0.0,847.1,683.766,163.334,24.78333,34.86976,10.59911
3151,-0.0819,maize,17100.0,32.53,-83.85,2,1,1,2,1486.0,1015.0,0.0,0.0,847.1,683.766,163.334,24.78333,34.86976,10.59911
3152,0.6835,maize,13900.0,32.53,-83.85,3,1,1,2,1486.0,1015.0,0.0,0.0,468.0,659.161,-191.161,24.13333,34.95042,12.99181
3153,0.66,maize,10000.0,32.53,-83.85,3,1,1,2,1486.0,1015.0,0.0,0.0,468.0,659.161,-191.161,24.13333,34.95042,12.99181
3154,-0.0272,maize,25700.0,32.53,-83.85,3,1,1,2,1486.0,1015.0,0.0,0.0,468.0,659.161,-191.161,24.13333,34.95042,12.99181
3155,-0.0387,maize,15500.0,32.53,-83.85,3,1,1,2,1486.0,1015.0,0.0,0.0,468.0,659.161,-191.161,24.13333,34.95042,12.99181
3156,-0.1139,maize,15800.0,32.53,-83.85,3,1,1,2,1486.0,1015.0,0.0,0.0,468.0,659.161,-191.161,24.13333,34.95042,12.99181
3261,-0.1463,maize,4920.0,28.67,77.2,1,1,1,0,1486.0,1486.0,0.0,0.0,843.5,449.03,394.47,29.74,40.53674,20.90237
3262,-0.1511,maize,4830.0,28.67,77.2,2,1,1,0,1486.0,1486.0,0.0,0.0,538.8,469.459,69.341,29.4,38.09192,19.49525
3263,-0.1525,maize,4720.0,28.67,77.2,3,1,1,0,1486.0,1486.0,0.0,0.0,560.1,444.589,115.511,30.1,41.91501,18.08905
3264,0.05,maize,5000.0,28.67,77.2,1,1,1,0,1015.0,1015.0,0.0,0.0,843.5,449.03,394.47,29.74,40.53674,20.90237
3265,0.0231,maize,5200.0,28.67,77.2,2,1,1,0,1015.0,1015.0,0.0,0.0,538.8,469.459,69.341,29.4,38.09192,19.49525
3266,0.1299,maize,4850.0,28.67,77.2,3,1,1,0,1015.0,1015.0,0.0,0.0,560.1,444.589,115.511,30.1,41.91501,18.08905
3267,-0.1138,maize,10720.0,28.67,77.2,1,1,1,0,1486.0,1486.0,0.0,0.0,843.5,449.03,394.47,29.74,40.53674,20.90237
3268,-0.0405,maize,10630.0,28.67,77.2,2,1,1,0,1486.0,1486.0,0.0,0.0,538.8,469.459,69.341,29.4,38.09192,19.49525
3269,-0.137,maize,10660.0,28.67,77.2,3,1,1,0,1486.0,1486.0,0.0,0.0,560.1,444.589,115.511,30.1,41.91501,18.08905
3270,0.0409,maize,11000.0,28.67,77.2,1,1,1,0,1486.0,1015.0,0.0,0.0,843.5,449.03,394.47,29.74,40.53674,20.90237
3271,0.0257,maize,11300.0,28.67,77.2,2,1,1,0,1486.0,1015.0,0.0,0.0,538.8,469.459,69.341,29.4,38.09192,19.49525
3272,0.0875,maize,10970.0,28.67,77.2,3,1,1,0,1486.0,1015.0,0.0,0.0,560.1,444.589,115.511,30.1,41.91501,18.08905
3273,-0.1625,maize,677.0,37.88,40.27,1,1,1,1,1486.0,1015.0,1.0,1.0,23.3,499.741,-476.441,26.56,38.53233,11.99749
3287,0.0388,maize,5459.0,37.9,113.17,1,1,1,0,1486.0,1015.0,0.0,0.0,355.9,442.997,-87.097,19.38,27.86418,10.53412
3288,0.008,maize,5269.0,37.9,113.17,2,1,1,0,1486.0,1015.0,0.0,0.0,283.5,461.466,-177.966,22.26,30.37084,12.03878
3289,-0.2452,maize,6138.0,37.9,113.17,3,1,1,0,1486.0,1015.0,0.0,0.0,385.5,463.2,-77.7,21.34,29.89759,11.69641
3290,-0.0961,maize,6837.0,37.9,113.17,4,1,1,0,1486.0,1015.0,0.0,0.0,384.1,468.743,-84.643,22.3,28.51738,11.0889
3291,-0.093,maize,7749.0,37.9,113.17,5,1,1,0,1486.0,1015.0,0.0,0.0,265.9,478.293,-212.393,21.14,29.33641,10.44471
3296,0.0789,maize,7600.0,-15.59,-47.7,1,1,1,5,1486.0,1015.0,0.0,0.0,1089.7,710.09,379.61,25.48333,29.24391,18.14437
3297,0.3056,maize,7200.0,-15.59,-47.7,1,1,1,5,1486.0,1015.0,0.0,0.0,1089.7,710.09,379.61,25.48333,29.24391,18.14437
3298,-0.0854,maize,8200.0,-15.59,-47.7,1,1,1,5,1486.0,1015.0,0.0,0.0,1089.7,710.09,379.61,25.48333,29.24391,18.14437
3319,-0.0556,maize,10800.0,42.02,-93.75,12,0,0,0,1486.0,1015.0,0.0,0.0,530.2,543.476,-13.276,18.98333,31.00905,3.25557
3320,-0.1416,maize,11300.0,42.02,-93.75,12,0,0,0,1486.0,1486.0,0.0,0.0,530.2,543.476,-13.276,18.98333,31.00905,3.25557
3321,0.0943,maize,10600.0,42.02,-93.75,13,0,0,0,1486.0,1015.0,0.0,0.0,347.9,535.868,-187.968,19.81667,28.72965,7.02579
3322,-0.0755,maize,10600.0,42.02,-93.75,13,0,0,0,1486.0,1486.0,0.0,0.0,347.9,535.868,-187.968,19.81667,28.72965,7.02579
3323,-0.0513,maize,11700.0,42.02,-93.75,14,0,0,0,1486.0,1015.0,0.0,0.0,445.2,535.055,-89.855,19.2,30.0553,4.95569
3324,-0.1282,maize,11700.0,42.02,-93.75,14,0,0,0,1486.0,1486.0,0.0,0.0,445.2,535.055,-89.855,19.2,30.0553,4.95569
3325,0.0079,maize,12700.0,42.02,-93.75,15,0,0,0,1486.0,1015.0,0.0,0.0,447.3,549.174,-101.874,19.25,30.55226,2.8713
3326,-0.1181,maize,12700.0,42.02,-93.75,15,0,0,0,1486.0,1486.0,0.0,0.0,447.3,549.174,-101.874,19.25,30.55226,2.8713
3343,-0.0951,maize,8727.0,29.07,77.77,1,1,1,0,1486.0,1015.0,0.0,0.0,620.4,527.555,92.845,29.72,37.36216,20.16451
3344,-0.0879,maize,8690.0,29.07,77.77,2,1,1,0,1486.0,1015.0,0.0,0.0,627.7,516.065,111.635,29.98,37.5226,17.66174
3345,-0.0952,maize,8698.0,29.07,77.77,3,1,1,0,1486.0,1015.0,0.0,0.0,801.7,491.78,309.92,29.14,34.24281,20.35569
3346,-0.0988,maize,8727.0,29.07,77.77,4,1,1,0,1486.0,1015.0,0.0,0.0,589.0,521.901,67.099,30.44,40.54478,18.49906
3347,-0.0959,maize,8756.0,29.07,77.77,5,1,1,0,1486.0,1015.0,0.0,0.0,912.1,464.142,447.958,29.68,39.81103,20.43515
3348,-0.0913,maize,8460.0,29.07,77.77,1,1,1,0,1486.0,1486.0,0.0,0.0,620.4,527.555,92.845,29.72,37.36216,20.16451
3349,-0.0823,maize,8358.0,29.07,77.77,2,1,1,0,1486.0,1486.0,0.0,0.0,627.7,516.065,111.635,29.98,37.5226,17.66174
3350,-0.084,maize,8312.0,29.07,77.77,3,1,1,0,1486.0,1486.0,0.0,0.0,801.7,491.78,309.92,29.14,34.24281,20.35569
3351,-0.0845,maize,8265.0,29.07,77.77,4,1,1,0,1486.0,1486.0,0.0,0.0,589.0,521.901,67.099,30.44,40.54478,18.49906
3352,-0.0857,maize,8247.0,29.07,77.77,5,1,1,0,1486.0,1486.0,0.0,0.0,912.1,464.142,447.958,29.68,39.81103,20.43515
3374,-0.0493,maize,13055.0,-28.92,29.55,14,1,1,1,1486.0,1015.0,0.0,0.0,545.6,664.571,-118.971,8.88571,20.22965,3.92448
3375,-0.0481,maize,13376.0,-28.92,29.55,14,1,1,1,1486.0,1015.0,0.0,0.0,545.6,664.571,-118.971,8.88571,20.22965,3.92448
3376,-0.0423,maize,13698.0,-28.92,29.55,14,1,1,1,1486.0,1015.0,0.0,0.0,545.6,664.571,-118.971,8.88571,20.22965,3.92448
3377,0.0125,maize,10289.0,-28.92,29.55,15,1,1,1,1486.0,1015.0,0.0,0.0,508.4,659.49,-151.09,8.57143,18.98313,1.90458
3378,0.0818,maize,10997.0,-28.92,29.55,15,1,1,1,1486.0,1015.0,0.0,0.0,508.4,659.49,-151.09,8.57143,18.98313,1.90458
3379,0.0751,maize,11125.0,-28.92,29.55,15,1,1,1,1486.0,1015.0,0.0,0.0,508.4,659.49,-151.09,8.57143,18.98313,1.90458
3380,-0.193,maize,10997.0,-28.92,29.55,16,1,1,1,1486.0,1015.0,0.0,0.0,597.5,608.938,-11.438,6.91429,18.74532,-0.57008
3381,-0.206,maize,12797.0,-28.92,29.55,16,1,1,1,1486.0,1015.0,0.0,0.0,597.5,608.938,-11.438,6.91429,18.74532,-0.57008
3382,-0.0597,maize,12926.0,-28.92,29.55,16,1,1,1,1486.0,1015.0,0.0,0.0,597.5,608.938,-11.438,6.91429,18.74532,-0.57008
3383,-0.3176,maize,5466.0,-28.92,29.55,17,1,1,1,1486.0,1015.0,0.0,0.0,295.3,691.762,-396.462,8.9,21.71303,1.28868
3384,-0.0964,maize,7331.0,-28.92,29.55,17,1,1,1,1486.0,1015.0,0.0,0.0,295.3,691.762,-396.462,8.9,21.71303,1.28868
3385,0.0183,maize,7010.0,-28.92,29.55,17,1,1,1,1486.0,1015.0,0.0,0.0,295.3,691.762,-396.462,8.9,21.71303,1.28868
3386,-0.3841,maize,8875.0,-28.92,29.55,18,1,1,1,1486.0,1015.0,0.0,0.0,538.3,648.262,-109.962,7.8,18.91165,2.73168
3387,-0.2272,maize,14148.0,-28.92,29.55,18,1,1,1,1486.0,1015.0,0.0,0.0,538.3,648.262,-109.962,7.8,18.91165,2.73168
3388,0.0667,maize,15434.0,-28.92,29.55,18,1,1,1,1486.0,1015.0,0.0,0.0,538.3,648.262,-109.962,7.8,18.91165,2.73168
3389,-0.2474,maize,6238.0,-28.92,29.55,19,1,1,1,1486.0,1015.0,0.0,0.0,458.5,680.142,-221.642,8.17143,20.50167,1.56657
3390,-0.1223,maize,12090.0,-28.92,29.55,19,1,1,1,1486.0,1015.0,0.0,0.0,458.5,680.142,-221.642,8.17143,20.50167,1.56657
3391,0.0286,maize,13505.0,-28.92,29.55,19,1,1,1,1486.0,1015.0,0.0,0.0,458.5,680.142,-221.642,8.17143,20.50167,1.56657
3392,-0.1624,maize,7524.0,-28.92,29.55,20,1,1,1,1486.0,1015.0,0.0,0.0,387.7,664.899,-277.199,8.77143,21.08856,3.85794
3393,-0.0118,maize,10933.0,-28.92,29.55,20,1,1,1,1486.0,1015.0,0.0,0.0,387.7,664.899,-277.199,8.77143,21.08856,3.85794
3394,0.2821,maize,10032.0,-28.92,29.55,20,1,1,1,1486.0,1015.0,0.0,0.0,387.7,664.899,-277.199,8.77143,21.08856,3.85794
3395,-0.336,maize,8232.0,-28.92,29.55,21,1,1,1,1486.0,1015.0,0.0,0.0,572.9,644.565,-71.665,7.91429,18.50414,1.49847
3396,-0.3062,maize,13441.0,-28.92,29.55,21,1,1,1,1486.0,1015.0,0.0,0.0,572.9,644.565,-71.665,7.91429,18.50414,1.49847
3397,-0.1496,maize,15048.0,-28.92,29.55,21,1,1,1,1486.0,1015.0,0.0,0.0,572.9,644.565,-71.665,7.91429,18.50414,1.49847
3398,-0.2095,maize,9518.0,-28.92,29.55,22,1,1,1,1486.0,1015.0,0.0,0.0,332.3,697.401,-365.101,8.31429,21.2642,1.92811
3399,0.0104,maize,12347.0,-28.92,29.55,22,1,1,1,1486.0,1015.0,0.0,0.0,332.3,697.401,-365.101,8.31429,21.2642,1.92811
3400,0.0736,maize,12340.0,-28.92,29.55,22,1,1,1,1486.0,1015.0,0.0,0.0,332.3,697.401,-365.101,8.31429,21.2642,1.92811
3401,-0.2702,maize,7653.0,-28.92,29.55,23,1,1,1,1486.0,1015.0,0.0,0.0,279.1,664.093,-384.993,8.02857,20.75053,1.0267
3402,-0.1177,maize,10933.0,-28.92,29.55,23,1,1,1,1486.0,1015.0,0.0,0.0,279.1,664.093,-384.993,8.02857,20.75053,1.0267
3403,-0.0867,maize,11125.0,-28.92,29.55,23,1,1,1,1486.0,1015.0,0.0,0.0,279.1,664.093,-384.993,8.02857,20.75053,1.0267
3404,-0.2666,maize,8682.0,-28.92,29.55,24,1,1,1,1486.0,1015.0,0.0,0.0,421.0,657.249,-236.249,8.5,21.06027,2.35728
3405,-0.0924,maize,15306.0,-28.92,29.55,24,1,1,1,1486.0,1015.0,0.0,0.0,421.0,657.249,-236.249,8.5,21.06027,2.35728
3406,0.0473,maize,16334.0,-28.92,29.55,24,1,1,1,1486.0,1015.0,0.0,0.0,421.0,657.249,-236.249,8.5,21.06027,2.35728
3407,0.0332,maize,3859.0,-28.92,29.55,25,1,1,1,1486.0,1015.0,0.0,0.0,525.1,679.758,-154.658,8.3,21.32608,3.09542
3408,0.181,maize,7460.0,-28.92,29.55,25,1,1,1,1486.0,1015.0,0.0,0.0,525.1,679.758,-154.658,8.3,21.32608,3.09542
3409,0.2568,maize,7010.0,-28.92,29.55,25,1,1,1,1486.0,1015.0,0.0,0.0,525.1,679.758,-154.658,8.3,21.32608,3.09542
3410,-0.0989,maize,5852.0,-28.92,29.55,26,1,1,1,1486.0,1015.0,0.0,0.0,447.3,690.027,-242.727,9.14286,23.2186,1.69684
3411,0.2181,maize,7074.0,-28.92,29.55,26,1,1,1,1486.0,1015.0,0.0,0.0,447.3,690.027,-242.727,9.14286,23.2186,1.69684
3412,0.3906,maize,6752.0,-28.92,29.55,26,1,1,1,1486.0,1015.0,0.0,0.0,447.3,690.027,-242.727,9.14286,23.2186,1.69684
3413,-0.2941,maize,8746.0,-28.92,29.55,27,1,1,1,1486.0,1015.0,0.0,0.0,708.0,648.636,59.364,8.57143,20.83226,2.32066
3414,-0.0116,maize,11061.0,-28.92,29.55,27,1,1,1,1486.0,1015.0,0.0,0.0,708.0,648.636,59.364,8.57143,20.83226,2.32066
3415,0.071,maize,11769.0,-28.92,29.55,27,1,1,1,1486.0,1015.0,0.0,0.0,708.0,648.636,59.364,8.57143,20.83226,2.32066
3416,0.0243,maize,9860.0,40.42,-86.87,11,1,1,0,1486.0,1015.0,0.0,0.0,822.5000229,500.0239174,322.476,18.64999994,28.91500756,5.395620531
3417,-0.049,maize,10200.0,40.42,-86.87,13,1,1,0,1486.0,1015.0,0.0,0.0,511.3,531.315,-20.015,20.05,29.00681,7.15509
3418,-0.0833,maize,12000.0,40.42,-86.87,14,1,1,0,1486.0,1015.0,0.0,0.0,636.8,506.424,130.376,18.53333,30.00738,4.73855
3419,0.0591,maize,9820.0,40.42,-86.87,15,1,1,0,1486.0,1015.0,0.0,0.0,422.8,536.291,-113.491,20.68333,32.01782,10.67236
3462,-0.0702,maize,7120.0,39.05,-76.9,25,0,0,0,1486.0,1015.0,0.0,0.0,623.9,524.852,99.048,20.23333,31.05993,9.18225
3513,0.7231,maize,2539.0,-13.97,33.65,10,1,1,4,1486.0,1015.0,0.0,0.0,650.2,643.985,6.215,25.35,25.68532,14.17448
3514,0.5682,maize,1445.0,-13.97,33.65,10,1,1,4,1486.0,1015.0,0.0,0.0,650.2,643.985,6.215,25.35,25.68532,14.17448
3515,0.7147,maize,3281.0,-13.97,33.65,10,1,1,4,1486.0,1015.0,0.0,0.0,650.2,643.985,6.215,25.35,25.68532,14.17448
3516,1.5691,maize,2539.0,-13.97,33.65,10,1,1,4,1486.0,1015.0,0.0,0.0,650.2,643.985,6.215,25.35,25.68532,14.17448
3517,1.1087,maize,1445.0,-13.97,33.65,10,1,1,4,1486.0,1015.0,0.0,0.0,650.2,643.985,6.215,25.35,25.68532,14.17448
3518,1.5239,maize,3281.0,-13.97,33.65,10,1,1,4,1486.0,1015.0,0.0,0.0,650.2,643.985,6.215,25.35,25.68532,14.17448
3519,0.1836,maize,5698.0,-13.97,33.65,10,1,1,4,1486.0,1015.0,0.0,0.0,650.2,643.985,6.215,25.35,25.68532,14.17448
3520,0.6472,maize,2965.0,-13.97,33.65,10,1,1,4,1486.0,1015.0,0.0,0.0,650.2,643.985,6.215,25.35,25.68532,14.17448
3521,0.3204,maize,4535.0,-13.97,33.65,10,1,1,4,1486.0,1015.0,0.0,0.0,650.2,643.985,6.215,25.35,25.68532,14.17448
3522,1.102,maize,5698.0,-13.97,33.65,10,1,1,4,1486.0,1015.0,0.0,0.0,650.2,643.985,6.215,25.35,25.68532,14.17448
3523,2.1568,maize,2965.0,-13.97,33.65,10,1,1,4,1486.0,1015.0,0.0,0.0,650.2,643.985,6.215,25.35,25.68532,14.17448
3524,1.0128,maize,4535.0,-13.97,33.65,10,1,1,4,1486.0,1015.0,0.0,0.0,650.2,643.985,6.215,25.35,25.68532,14.17448
3534,0.0273,maize,8015.0,35.55,110.13,3,1,1,0,1486.0,1015.0,0.0,0.0,340.5,420.908,-80.408,18.64,29.43789,2.67676
3535,-0.0305,maize,8687.0,35.55,110.13,3,1,1,0,1486.0,1015.0,0.0,0.0,340.5,420.908,-80.408,18.64,29.43789,2.67676
3536,0.09,maize,7812.0,35.55,110.13,5,1,1,0,1486.0,1015.0,0.0,0.0,258.9,412.508,-153.608,18.14,28.70729,-1.09092
3537,-0.0047,maize,6625.0,35.55,110.13,5,1,1,0,1486.0,1015.0,0.0,0.0,258.9,412.508,-153.608,18.14,28.70729,-1.09092
3538,0.1028,maize,8359.0,35.55,110.13,7,1,1,0,1486.0,1015.0,0.0,0.0,353.6,423.968,-70.368,19.22,28.41125,5.12454
3539,-0.0263,maize,8906.0,35.55,110.13,7,1,1,0,1486.0,1015.0,0.0,0.0,353.6,423.968,-70.368,19.22,28.41125,5.12454
3540,0.1374,maize,9547.0,35.55,110.13,9,1,1,0,1486.0,1015.0,0.0,0.0,306.7,422.652,-115.952,18.04,29.06431,2.79862
3541,0.0157,maize,7937.0,35.55,110.13,9,1,1,0,1486.0,1015.0,0.0,0.0,306.7,422.652,-115.952,18.04,29.06431,2.79862
3638,-0.141,maize,9080.0,45.2,9.68,1,1,1,0,1486.0,1015.0,0.0,0.0,134.9,488.709,-353.809,15.9,24.49918,5.16301
3639,-0.1672,maize,6580.0,45.2,9.68,1,1,1,0,1486.0,1015.0,0.0,0.0,134.9,488.709,-353.809,15.9,24.49918,5.16301
3640,0.0277,maize,8660.0,45.2,9.68,1,1,1,0,1486.0,1015.0,0.0,0.0,134.9,488.709,-353.809,15.9,24.49918,5.16301
3641,-0.2467,maize,12000.0,45.2,9.68,1,1,1,0,1486.0,1015.0,0.0,0.0,134.9,488.709,-353.809,15.9,24.49918,5.16301
3642,-0.1454,maize,10520.0,45.2,9.68,2,1,1,0,1486.0,1015.0,0.0,0.0,256.1,483.236,-227.136,15.73333,24.67301,5.33668
3643,0.0211,maize,4750.0,45.2,9.68,2,1,1,0,1486.0,1015.0,0.0,0.0,256.1,483.236,-227.136,15.73333,24.67301,5.33668
3644,-0.1734,maize,12920.0,45.2,9.68,2,1,1,0,1486.0,1015.0,0.0,0.0,256.1,483.236,-227.136,15.73333,24.67301,5.33668
3645,-0.1751,maize,13880.0,45.2,9.68,2,1,1,0,1486.0,1015.0,0.0,0.0,256.1,483.236,-227.136,15.73333,24.67301,5.33668
3646,0.0519,maize,8670.0,45.2,9.68,3,1,1,0,1486.0,1015.0,0.0,0.0,216.7,499.893,-283.193,15.98333,27.22127,5.96513
3647,0.0745,maize,3490.0,45.2,9.68,3,1,1,0,1486.0,1015.0,0.0,0.0,216.7,499.893,-283.193,15.98333,27.22127,5.96513
3648,0.0942,maize,10720.0,45.2,9.68,3,1,1,0,1486.0,1015.0,0.0,0.0,216.7,499.893,-283.193,15.98333,27.22127,5.96513
3649,0.0068,maize,11800.0,45.2,9.68,3,1,1,0,1486.0,1015.0,0.0,0.0,216.7,499.893,-283.193,15.98333,27.22127,5.96513
3650,-0.1335,maize,16410.0,45.2,9.68,1,1,1,0,1486.0,1015.0,0.0,0.0,134.9,488.709,-353.809,15.9,24.49918,5.16301
3651,-0.1423,maize,13000.0,45.2,9.68,1,1,1,0,1486.0,1015.0,0.0,0.0,134.9,488.709,-353.809,15.9,24.49918,5.16301
3652,0.0072,maize,15230.0,45.2,9.68,1,1,1,0,1486.0,1015.0,0.0,0.0,134.9,488.709,-353.809,15.9,24.49918,5.16301
3653,-0.23,maize,21000.0,45.2,9.68,1,1,1,0,1486.0,1015.0,0.0,0.0,134.9,488.709,-353.809,15.9,24.49918,5.16301
3654,-0.1269,maize,17570.0,45.2,9.68,2,1,1,0,1486.0,1015.0,0.0,0.0,256.1,483.236,-227.136,15.73333,24.67301,5.33668
3655,-0.017,maize,8830.0,45.2,9.68,2,1,1,0,1486.0,1015.0,0.0,0.0,256.1,483.236,-227.136,15.73333,24.67301,5.33668
3656,-0.1522,maize,21150.0,45.2,9.68,2,1,1,0,1486.0,1015.0,0.0,0.0,256.1,483.236,-227.136,15.73333,24.67301,5.33668
3657,-0.1464,maize,22740.0,45.2,9.68,2,1,1,0,1486.0,1015.0,0.0,0.0,256.1,483.236,-227.136,15.73333,24.67301,5.33668
3658,0.034,maize,13830.0,45.2,9.68,3,1,1,0,1486.0,1015.0,0.0,0.0,216.7,499.893,-283.193,15.98333,27.22127,5.96513
3659,0.0219,maize,6840.0,45.2,9.68,3,1,1,0,1486.0,1015.0,0.0,0.0,216.7,499.893,-283.193,15.98333,27.22127,5.96513
3660,0.0849,maize,16380.0,45.2,9.68,3,1,1,0,1486.0,1015.0,0.0,0.0,216.7,499.893,-283.193,15.98333,27.22127,5.96513
3661,-0.006,maize,18270.0,45.2,9.68,3,1,1,0,1486.0,1015.0,0.0,0.0,216.7,499.893,-283.193,15.98333,27.22127,5.96513
3662,0.0308,maize,8450.0,36.97,117.98,6,1,1,0,1486.0,1015.0,0.0,0.0,549.7,467.021,82.679,23.26,30.34392,15.63515
3663,0.0343,maize,8740.0,36.97,117.98,6,1,1,0,1486.0,1486.0,0.0,0.0,549.7,467.021,82.679,23.26,30.34392,15.63515
3664,0.0244,maize,8190.0,36.97,117.98,6,1,1,0,1486.0,1015.0,0.0,0.0,549.7,467.021,82.679,23.26,30.34392,15.63515
3665,0.0488,maize,8810.0,36.97,117.98,6,1,1,0,1486.0,1486.0,0.0,0.0,549.7,467.021,82.679,23.26,30.34392,15.63515
3666,0.1319,maize,9100.0,36.97,117.98,7,1,1,0,1486.0,1015.0,0.0,0.0,555.2,474.612,80.588,23.2,30.50853,14.79686
3667,-0.0032,maize,9520.0,36.97,117.98,7,1,1,0,1486.0,1486.0,0.0,0.0,555.2,474.612,80.588,23.2,30.50853,14.79686
3668,-0.0373,maize,10200.0,36.97,117.98,7,1,1,0,1486.0,1015.0,0.0,0.0,555.2,474.612,80.588,23.2,30.50853,14.79686
3669,-0.0093,maize,10800.0,36.97,117.98,7,1,1,0,1486.0,1486.0,0.0,0.0,555.2,474.612,80.588,23.2,30.50853,14.79686
3843,-0.0387,maize,8790.0,44.75,-93.07,19,1,1,0,1486.0,1486.0,0.0,0.0,380.2,512.046,-131.846,17.13333,29.65326,4.89069
3844,-0.0457,maize,9410.0,44.75,-93.07,19,1,1,0,1486.0,1486.0,0.0,0.0,380.2,512.046,-131.846,17.13333,29.65326,4.89069
3845,-0.1732,maize,10220.0,44.75,-93.07,19,1,1,0,1486.0,1486.0,0.0,0.0,380.2,512.046,-131.846,17.13333,29.65326,4.89069
3846,-0.3352,maize,8710.0,44.75,-93.07,19,1,1,0,1486.0,1486.0,0.0,0.0,380.2,512.046,-131.846,17.13333,29.65326,4.89069
3847,-0.1439,maize,12230.0,44.75,-93.07,20,1,1,0,1486.0,1486.0,0.0,0.0,489.1,468.903,20.197,16.03333,26.37735,2.8024
3848,-0.1811,maize,12590.0,44.75,-93.07,20,1,1,0,1486.0,1486.0,0.0,0.0,489.1,468.903,20.197,16.03333,26.37735,2.8024
3849,-0.2278,maize,11240.0,44.75,-93.07,20,1,1,0,1486.0,1486.0,0.0,0.0,489.1,468.903,20.197,16.03333,26.37735,2.8024
3850,-0.4583,maize,11520.0,44.75,-93.07,20,1,1,0,1486.0,1486.0,0.0,0.0,489.1,468.903,20.197,16.03333,26.37735,2.8024
3851,-0.0129,maize,12410.0,44.75,-93.07,21,1,1,0,1486.0,1486.0,0.0,0.0,751.0,496.244,254.756,17.81667,30.22943,6.30626
3852,-0.1271,maize,13060.0,44.75,-93.07,21,1,1,0,1486.0,1486.0,0.0,0.0,751.0,496.244,254.756,17.81667,30.22943,6.30626
3853,-0.141,maize,13900.0,44.75,-93.07,21,1,1,0,1486.0,1486.0,0.0,0.0,751.0,496.244,254.756,17.81667,30.22943,6.30626
3854,-0.2829,maize,9580.0,44.75,-93.07,21,1,1,0,1486.0,1486.0,0.0,0.0,751.0,496.244,254.756,17.81667,30.22943,6.30626
3859,-0.0789,maize,5960.0,19.52,-98.83,17,1,1,0,1486.0,1015.0,0.0,0.0,788.2,683.297,104.903,12.55714,22.42636,6.99854
3860,-0.0976,maize,5840.0,19.52,-98.83,17,1,1,0,1486.0,1486.0,0.0,0.0,788.2,683.297,104.903,12.55714,22.42636,6.99854
3861,0.2012,maize,6560.0,19.52,-98.83,18,1,1,0,1486.0,1015.0,0.0,0.0,750.0,659.37,90.63,12.34286,23.2259,5.94151
