,Relative_yield_change,yield_of_CT,Latitude,Longitude,Years_since_CT_started,Crop_rotation_CT,Crop_rotation_NT,ST,Soil_cover_in_CT,Soil_cover_in_CT,Soil_cover_in_CT,Soil_cover_in_CT,Weed_pest_control_CT,Weed_pest_control_NT,P,E,PB,Tave,Tmax,Tmin
3905,-0.1598,10260.0,44.87,20.33,25,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,343.2,531.363,-188.163,18.55714,30.01398,6.87157
474,0.1906,7733.0,38.19,-84.87,3,0,0,0,1435.0,976.0,1435.0,976.0,0.0,0.0,684.5,533.719,150.781,20.56667,29.89469,7.46473
3273,-0.1625,677.0,37.88,40.27,1,1,1,1,1435.0,976.0,1435.0,976.0,1.0,1.0,23.3,499.741,-476.441,26.56,38.53233,11.99749
1602,-0.0024,415.0,-17.82,31.57,1,1,1,2,1435.0,1435.0,1435.0,1435.0,0.0,0.0,755.6,629.893,125.707,21.53333,25.16097,8.72194
326,0.1788,10155.67596,40.52,-98.06,16,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,359.8,547.163,-187.363,20.51667,33.44086,3.20611
3006,0.1,4000.0,45.12,-73.83,3,1,1,2,1435.0,976.0,1435.0,976.0,0.0,0.0,666.3,425.557,240.743,12.08571,26.04839,-4.40017
4311,-0.0122,9443.0,51.33,-85.33,3,1,1,3,1435.0,976.0,1435.0,976.0,0.0,0.0,260.5,381.57,-121.07,11.13333,23.96254,-1.04606
3640,0.0277,8660.0,45.2,9.68,1,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,134.9,488.709,-353.809,15.9,24.49918,5.16301
1880,-0.0677,6545.0,41.22,-83.77,9,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,480.8,508.945,-28.145,19.7,30.69705,6.48635
3378,0.0818,10997.0,-28.92,29.55,15,1,1,1,1435.0,976.0,1435.0,976.0,0.0,0.0,508.4,659.49,-151.09,8.57143,18.98313,1.90458
4054,0.0148,11409.0,40.47,-86.98,15,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,604.2,507.199,97.001,18.6,29.51555,5.9568
1448,0.0745,9400.0,31.38,72.03,2,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,202.1,384.957,-182.857,31.72,41.81672,19.74682
1640,-0.0215,9300.0,43.0,-92.5,11,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,480.7,517.035,-36.335,19.06667,30.73293,0.53368
1408,-0.0635,12600.0,40.43,-99.38,18,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,511.9,577.737,-65.837,18.73333,34.42293,4.30335
3923,-0.5579,10270.0,44.87,20.33,31,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,274.8,541.274,-266.474,18.92857,29.82978,8.56115
1182,-0.3324,6287.0,40.65,-104.98,6,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,445.4,552.736,-107.336,13.85714,27.27658,-4.86435
4094,-0.0315,14840.0,45.47,-73.75,4,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,655.8,487.45,168.35,16.18333,25.99166,2.8238
1757,0.0,12300.0,38.19,-84.87,16,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,608.6,520.453,88.147,20.61667,30.48053,8.29936
491,-0.0063,12191.0,44.45,26.52,8,0,0,1,1435.0,976.0,1435.0,976.0,0.0,0.0,171.9,486.037,-314.137,19.38,32.5615,4.90113
799,-0.0463,3693.0,41.12,-96.5,4,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,509.6,541.266,-31.666,19.35,33.61996,4.84391
1669,0.0,9700.0,42.02,-93.75,29,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,429.0,541.629,-112.629,18.58333,29.48987,4.37156
1403,-0.0304,9880.0,44.07,-93.52,6,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,528.3,528.94,-0.64,18.0,30.04158,0.34914
4168,-0.0093,6420.0,41.52,-99.87,6,1,1,2,1435.0,976.0,1435.0,976.0,0.0,0.0,377.0,498.367,-121.367,17.03333,31.36214,3.60353
839,-0.0743,6193.0,-27.8,-50.32,2,1,1,3,1435.0,976.0,1435.0,976.0,0.0,0.0,1498.4,542.896,955.504,20.85,25.88517,12.58576
4130,-0.2662,6800.0,40.8,-96.67,12,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,537.4,554.393,-16.993,19.51667,31.51285,5.7009
1656,-0.1512,8600.0,42.02,-93.75,21,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,514.3,513.08,1.22,18.83333,31.09296,5.60768
2151,-0.0004,12853.0,-34.67,-71.63,8,1,1,1,1435.0,976.0,1435.0,976.0,0.0,0.0,68.5,810.192,-741.692,21.1,26.84079,6.93742
1136,-0.0613,12890.0,38.08,-86.15,10,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,660.2,521.501,138.699,20.63333,30.74465,10.41143
1580,0.325,6830.0,45.61,17.86,5,0,0,0,976.0,976.0,976.0,976.0,0.0,0.0,489.5,512.061,-22.561,17.58571,29.77124,5.90084
673,-0.0285,10717.0,37.87,-84.25,4,0,0,0,1435.0,976.0,1435.0,976.0,0.0,0.0,623.1,515.694,107.406,21.41667,32.04708,8.69636
3010,-0.32,7500.0,45.12,-73.83,3,1,1,2,1435.0,976.0,1435.0,976.0,0.0,0.0,666.3,425.557,240.743,12.08571,26.04839,-4.40017
1653,-0.06,5000.0,42.02,-93.75,19,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,1068.4,461.978,606.422,17.96667,27.72779,4.43333
1171,-0.0984,12348.0,40.65,-104.98,4,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,267.2,553.256,-286.056,13.92857,31.38396,-4.81392
2446,0.2569,3565.0,-17.72,31.65,3,1,1,4,1435.0,976.0,1435.0,976.0,0.0,0.0,656.6,634.372,22.228,21.71667,25.62066,8.03995
840,-0.0889,3510.0,-27.8,-50.32,2,1,1,3,1435.0,976.0,1435.0,976.0,0.0,0.0,1498.4,542.896,955.504,20.85,25.88517,12.58576
2517,-0.084,13100.0,-2.35,30.25,3,0,0,3,1435.0,976.0,1435.0,976.0,0.0,0.0,342.0,526.376,-184.376,24.825,26.99082,16.62827
674,0.0368,11306.0,37.87,-84.25,6,0,0,0,1435.0,976.0,1435.0,976.0,0.0,0.0,472.2,491.74,-19.54,20.23333,30.28013,7.77843
825,-0.0754,6630.0,42.02,-93.75,2,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,550.9,490.997,59.903,18.71667,28.17155,5.35148
556,-0.0833,14400.0,40.92,-90.72,5,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,789.9000092,473.6726913,316.227,18.88333337,27.56902466,5.056931526
729,-0.1203,5394.0,-37.75,-58.3,9,0,0,1,1435.0,976.0,1435.0,976.0,0.0,0.0,453.8,649.775,-195.975,17.45714,26.10487,5.44561
2753,-0.0163,12240.0,51.03,17.35,5,0,0,0,1435.0,976.0,1435.0,976.0,0.0,0.0,403.5,428.102,-24.602,13.88571,26.64484,1.77962
4111,-0.2735,3510.0,40.8,-96.67,2,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,619.2,579.474,39.726,20.5,33.02875,1.94775
1936,-0.0998,4410.0,35.65,107.85,6,0,0,0,1435.0,976.0,1435.0,976.0,0.0,0.0,337.8,450.882,-113.082,17.22,28.89948,2.38381
1881,-0.0876,6815.0,41.22,-83.77,13,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,549.5,522.775,26.725,19.71667,29.66955,1.7055
1374,-0.0606,3300.0,11.59,37.38,3,1,1,1,1435.0,1435.0,1435.0,1435.0,0.0,0.0,1567.8,759.599,808.202,17.8125,25.97563,8.48207
2538,0.6291,3891.0,-13.78,34.46,3,1,1,1,1435.0,976.0,1435.0,976.0,0.0,0.0,688.3,955.441,-267.141,21.925,26.1478,13.98877
1663,-0.1667,10800.0,42.02,-93.75,25,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,530.200007,543.476275,-13.276,18.98333327,31.00904502,3.255567489
3418,-0.0833,12000.0,40.42,-86.87,14,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,636.8,506.424,130.376,18.53333,30.00738,4.73855
2255,-0.2005,7480.0,18.68,-99.13,4,1,1,2,1163.0,1163.0,1163.0,1163.0,0.0,0.0,1311.8,781.084,530.716,24.01429,34.7436,17.98539
4341,0.0092,8511.0,35.32,106.07,3,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,209.7,372.728,-163.028,14.08,24.99609,-0.37788
241,-0.2652,15160.0,52.43,16.9,19,1,1,2,1435.0,976.0,1435.0,976.0,0.0,0.0,416.2,422.759,-6.559,15.64286,27.86493,5.89026
3919,-0.1173,6480.0,44.87,20.33,30,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,375.6,552.309,-176.709,18.85714,31.47928,6.71796
574,0.4737,5700.0,41.48,-84.15,49,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,334.7,540.813,-206.113,19.9,32.64844,5.4728
3983,-0.1492,7019.0,34.3,-86.02,12,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,660.3,589.067,71.233,23.05,32.42423,11.67686
3651,-0.1423,13000.0,45.2,9.68,1,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,134.9,488.709,-353.809,15.9,24.49918,5.16301
4060,-0.0358,11384.0,40.47,-86.98,19,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,880.2,494.027,386.173,18.56667,29.32043,4.41404
1178,-0.3226,6922.0,40.65,-104.98,5,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,223.0,576.644,-353.644,14.8,31.98261,-5.42037
4334,-0.0755,6844.0,35.32,106.07,5,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,244.9999962,366.5145901,-121.515,13.32000003,24.1535802,-4.514760663
990,0.3421,6430.0,34.03,-83.42,4,0,0,0,1435.0,976.0,1435.0,976.0,0.0,0.0,706.9,612.278,94.622,22.36667,31.32285,8.86395
1649,-0.069,8700.0,45.3,-73.35,15,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,474.0,482.759,-8.759,16.28333,27.41224,4.42913
2480,-0.04,2500.0,8.18,38.85,1,1,1,1,1435.0,1435.0,1435.0,1435.0,0.0,0.0,409.5,807.755,-398.255,19.6125,28.52661,11.30607
1353,-0.4,5000.0,34.3,-79.73,3,0,0,0,1435.0,976.0,1435.0,976.0,0.0,0.0,681.0,605.264,75.736,23.83333,34.0873,12.49785
1430,0.6842,1900.0,31.38,72.03,3,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,489.9,406.5,83.4,30.62,38.91278,19.24657
2411,-0.2016,11310.0,40.65,-104.98,6,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,445.4,552.736,-107.336,13.85714,27.27658,-4.86435
1827,-0.1667,600.0,7.5,3.9,8,1,1,4,1435.0,976.0,1435.0,976.0,0.0,0.0,677.8,498.142,179.658,28.12,34.2233,23.29779
3266,0.1299,4850.0,28.67,77.2,3,1,1,0,976.0,976.0,976.0,976.0,0.0,0.0,560.1,444.589,115.511,30.1,41.91501,18.08905
1758,-0.1453,11700.0,39.03,-85.52,16,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,666.3,504.676,161.624,20.18333,30.17312,7.95266
3261,-0.1463,4920.0,28.67,77.2,1,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,843.5,449.03,394.47,29.74,40.53674,20.90237
3862,-0.2131,7180.0,19.52,-98.83,18,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,750.0,659.37,90.63,12.34286,23.2259,5.94151
640,0.0,11500.0,45.5,-73.58,10,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,529.1,512.126,16.974,16.81667,27.20437,2.04433
4136,0.2927,4920.0,40.8,-96.67,15,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,510.9,574.225,-63.325,21.08333,32.57732,6.57518
4091,-0.1034,8440.0,45.47,-73.75,2,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,454.6,500.97,-46.37,17.03333,28.03758,4.98223
3540,0.1374,9547.0,35.55,110.13,9,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,306.7,422.652,-115.952,18.04,29.06431,2.79862
2442,0.1543,3565.0,-17.72,31.65,3,1,1,4,1435.0,976.0,1435.0,976.0,0.0,0.0,656.6,634.372,22.228,21.71667,25.62066,8.03995
2967,0.0577,10400.0,25.0,88.0,3,0,0,0,1435.0,976.0,1435.0,976.0,0.0,0.0,1151.7,405.298,746.402,30.05,37.34504,27.14498
3009,-0.2747,9100.0,45.12,-73.83,3,1,1,2,1435.0,976.0,1435.0,976.0,0.0,0.0,666.3,425.557,240.743,12.08571,26.04839,-4.40017
488,0.0136,11200.0,44.45,26.52,5,0,0,1,1435.0,976.0,1435.0,976.0,0.0,0.0,409.0,470.83,-61.83,18.86,31.54318,7.40149
3290,-0.0961,6837.0,37.9,113.17,4,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,384.1,468.743,-84.643,22.3,28.51738,11.0889
1716,-0.2957,8590.0,45.55,17.03,14,0,0,0,1435.0,976.0,1435.0,976.0,0.0,0.0,571.3,489.549,81.751,17.82857,28.58132,6.63431
649,0.0199,4520.0,28.64,77.16,3,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,560.1,444.589,115.511,30.1,41.91501,18.08905
832,0.0,7703.0,-27.8,-50.32,1,1,1,3,1435.0,976.0,1435.0,976.0,0.0,0.0,954.4,616.757,337.644,21.33333,25.57545,10.66417
4314,-0.0439,9458.0,51.33,-85.33,4,1,1,3,1435.0,976.0,1435.0,976.0,0.0,0.0,231.9,401.124,-169.224,10.68333,22.94786,-1.89181
2961,0.1505,9300.0,25.0,88.0,1,0,0,0,1435.0,976.0,1435.0,976.0,0.0,0.0,741.3,417.193,324.107,29.95,36.4225,27.06985
3390,-0.1223,12090.0,-28.92,29.55,19,1,1,1,1435.0,976.0,1435.0,976.0,0.0,0.0,458.5,680.142,-221.642,8.17143,20.50167,1.56657
524,0.0441,13600.0,40.92,-90.72,8,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,447.6000023,559.736488,-112.136,20.80000019,34.64615754,4.477726598
2227,-0.0522,6890.0,45.3,-73.35,3,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,505.4,480.751,24.649,15.7,26.63531,3.68543
1635,-0.0526,7600.0,43.0,-92.5,6,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,594.1,461.588,132.512,17.41667,28.99163,4.96538
483,-0.0666,8000.0,44.45,26.52,6,0,0,1,1435.0,976.0,1435.0,976.0,0.0,0.0,272.2,489.969,-217.769,20.14,32.51652,5.63464
3982,-0.129,6474.0,34.3,-86.02,12,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,660.3,589.067,71.233,23.05,32.42423,11.67686
41,0.1736,6740.0,45.42,-73.93,3,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,642.0,484.948,157.052,16.16667,26.13306,2.31443
802,-0.3157,7161.0,41.12,-96.5,5,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,806.4,537.739,268.661,18.8,29.28899,5.86404
4304,-0.0957,6605.0,51.33,-85.33,2,1,1,3,1435.0,976.0,1435.0,976.0,0.0,0.0,262.0,379.32,-117.32,11.15,22.09153,-0.10379
4335,-0.0572,7605.0,35.32,106.07,7,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,460.1000075,378.1232325,81.977,14.52000008,22.54870605,2.445574607
1930,-0.0615,4586.0,47.77,-104.27,6,0,0,0,1435.0,976.0,1435.0,976.0,0.0,0.0,351.5,439.794,-88.294,15.82,29.36472,4.0129
3400,0.0736,12340.0,-28.92,29.55,22,1,1,1,1435.0,976.0,1435.0,976.0,0.0,0.0,332.3,697.401,-365.101,8.31429,21.2642,1.92811
1652,-0.102,9800.0,42.02,-93.75,17,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,547.8,524.161,23.639,19.65,29.8668,4.74574
882,-0.3637,5282.0,19.52,-98.83,4,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,989.4,684.772,304.628,13.0,24.19251,6.46757
1457,0.1753,5020.0,38.0,-84.5,12,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,632.1,503.966,128.134,20.15,29.33674,6.41483
4308,0.0318,4843.0,51.33,-85.33,4,1,1,3,1435.0,976.0,1435.0,976.0,0.0,0.0,231.9,401.124,-169.224,10.68333,22.94786,-1.89181
1697,-0.0524,6300.0,44.22,-73.26,8,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,530.8,476.555,54.245,14.94286,26.97893,-1.27904
1048,0.1935,3100.0,31.53,75.91,4,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,660.6,519.729,140.871,29.08,36.08873,16.77941
1413,0.1207,5800.0,31.38,72.03,2,1,1,0,976.0,976.0,976.0,976.0,0.0,0.0,202.1,384.957,-182.857,31.72,41.81672,19.74682
2504,-0.2391,9200.0,-2.35,30.25,1,0,0,3,1435.0,1435.0,1435.0,1435.0,0.0,0.0,464.4,520.069,-55.669,24.35,26.48293,17.14181
561,-0.2358,12300.0,39.8,-90.82,5,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,704.7,507.529,197.171,19.11667,28.68951,5.74631
1749,-0.159,5270.0,-0.52,37.27,2,1,1,3,1435.0,976.0,1435.0,976.0,0.0,0.0,659.4,732.25,-72.85,20.875,31.60278,15.39401
531,-0.1429,14000.0,42.95,-92.53,33,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,773.8,460.628,313.172,16.65,25.75493,2.34993
3514,0.5682,1445.0,-13.97,33.65,10,1,1,4,1435.0,976.0,1435.0,976.0,0.0,0.0,650.2,643.985,6.215,25.35,25.68532,14.17448
792,0.0063,7779.0,41.12,-96.5,3,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,616.1,573.728,42.372,19.55,28.75747,5.77022
3844,-0.0457,9410.0,44.75,-93.07,19,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,380.2,512.046,-131.846,17.13333,29.65326,4.89069
235,-0.1609,12240.0,52.43,16.9,13,1,1,2,1435.0,976.0,1435.0,976.0,0.0,0.0,301.3,400.28,-98.98,14.67143,25.6385,4.06182
1750,0.0285,2838.0,-0.52,37.27,2,1,1,3,1435.0,976.0,1435.0,976.0,0.0,0.0,659.4,732.25,-72.85,20.875,31.60278,15.39401
4309,-0.0278,11025.0,51.33,-85.33,2,1,1,3,1435.0,976.0,1435.0,976.0,0.0,0.0,262.0,379.32,-117.32,11.15,22.09153,-0.10379
2938,0.0109,5510.0,30.93,75.87,1,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,410.3,526.477,-116.177,29.56,40.13661,16.83765
1868,-0.1625,8000.0,39.75,-83.6,6,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,481.7,502.769,-21.069,19.0,30.09698,4.24529
1128,-0.0614,10420.0,38.08,-86.15,6,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,524.9,550.974,-26.074,21.11667,31.31532,8.00487
1417,0.2727,2200.0,31.38,72.03,2,1,1,0,976.0,976.0,976.0,976.0,0.0,0.0,202.1,384.957,-182.857,31.72,41.81672,19.74682
4357,0.1102,4847.0,35.32,106.07,10,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,330.9,384.529,-53.629,14.32,25.28738,0.09738
2068,-0.1234,6080.0,43.18,-89.92,5,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,903.7,427.094,476.606,16.45,27.0668,2.41443
4338,-0.053,9755.0,35.32,106.07,9,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,320.6000023,383.0320768,-62.432,13.71999969,25.05715647,0.083944813
4096,-0.1704,19315.0,45.47,-73.75,5,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,469.9,482.423,-12.523,15.76667,25.6944,2.79841
1740,0.0509,4243.0,-0.52,37.27,1,1,1,3,1435.0,976.0,1435.0,976.0,0.0,0.0,565.7,780.391,-214.691,21.325,30.64233,15.96019
1424,0.0741,5400.0,31.38,72.03,3,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,489.9,406.5,83.4,30.62,38.91278,19.24657
769,-0.0531,6700.0,32.32,-86.9,2,1,1,3,1435.0,976.0,1435.0,976.0,0.0,0.0,493.2,676.872,-183.672,24.25,34.36662,14.71335
801,-0.2893,6093.0,41.12,-96.5,5,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,806.4,537.739,268.661,18.8,29.28899,5.86404
747,-0.0107,8437.0,42.22,-82.73,2,1,1,1,1435.0,976.0,1435.0,976.0,0.0,0.0,632.8,483.756,149.044,18.66667,24.13222,10.73315
3396,-0.3062,13441.0,-28.92,29.55,21,1,1,1,1435.0,976.0,1435.0,976.0,0.0,0.0,572.9,644.565,-71.665,7.91429,18.50414,1.49847
4050,-0.0253,11609.0,40.47,-86.98,13,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,561.1,540.171,20.929,19.55,30.23676,1.81497
3870,-0.2689,3310.0,19.52,-98.83,16,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,841.9,670.672,171.228,12.41429,22.00519,7.05137
3389,-0.2474,6238.0,-28.92,29.55,19,1,1,1,1435.0,976.0,1435.0,976.0,0.0,0.0,458.5,680.142,-221.642,8.17143,20.50167,1.56657
3297,0.3056,7200.0,-15.59,-47.7,1,1,1,5,1435.0,976.0,1435.0,976.0,0.0,0.0,1089.7,710.09,379.61,25.48333,29.24391,18.14437
877,0.1647,4948.0,19.52,-98.83,4,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,989.4,684.772,304.628,13.0,24.19251,6.46757
3534,0.0273,8015.0,35.55,110.13,3,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,340.5,420.908,-80.408,18.64,29.43789,2.67676
1042,-0.1538,3900.0,31.53,75.91,3,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,558.3,525.754,32.546,30.08,40.72791,18.32898
1135,-0.4199,9050.0,38.08,-86.15,9,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,533.8,548.603,-14.803,21.4,33.68884,8.97663
2947,0.0256,14717.0,41.8,1.12,20,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,159.8,667.161,-507.361,19.7625,34.45457,5.2742
1460,0.1349,6080.0,38.0,-84.5,13,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,520.8,526.162,-5.362,20.41667,30.35739,8.60403
2493,0.0541,3700.0,-2.35,30.25,3,0,0,3,1435.0,976.0,1435.0,976.0,0.0,0.0,342.0,526.376,-184.376,24.825,26.99082,16.62827
3644,-0.1734,12920.0,45.2,9.68,2,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,256.1,483.236,-227.136,15.73333,24.67301,5.33668
1167,0.0402,6785.0,40.65,-104.98,3,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,253.0,566.023,-313.023,14.88571,29.96927,-3.21418
3645,-0.1751,13880.0,45.2,9.68,2,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,256.1,483.236,-227.136,15.73333,24.67301,5.33668
1180,-0.2032,11272.0,40.65,-104.98,6,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,445.4,552.736,-107.336,13.85714,27.27658,-4.86435
1761,0.1075,9300.0,39.03,-85.52,18,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,514.6,504.795,9.805,20.43333,30.20961,9.49513
1141,-0.1309,19100.0,48.12,9.03,4,0,0,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,518.2,413.488,104.712,15.18333,22.68403,3.06619
2064,0.5243,3700.0,43.18,-89.92,2,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,702.1,467.075,235.025,17.26667,26.88171,2.43886
4127,-0.0893,9740.0,40.8,-96.67,11,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,806.4,537.739,268.661,18.8,29.28899,5.86404
4172,-0.5805,1740.0,41.52,-99.87,7,1,1,2,1435.0,976.0,1435.0,976.0,0.0,0.0,427.8,541.065,-113.265,17.85,32.92859,3.59009
2727,0.0546,5384.0,7.5,3.9,1,1,1,4,1435.0,976.0,1435.0,976.0,0.0,0.0,684.4,441.423,242.977,27.44,33.7616,22.35871
3380,-0.193,10997.0,-28.92,29.55,16,1,1,1,1435.0,976.0,1435.0,976.0,0.0,0.0,597.5,608.938,-11.438,6.91429,18.74532,-0.57008
2160,-0.1951,4100.0,11.13,8.25,2,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,770.2,383.654,386.546,25.25,31.94111,20.4653
2507,-0.4643,2800.0,-2.35,30.25,2,0,0,3,1435.0,976.0,1435.0,976.0,0.0,0.0,558.3,512.182,46.118,24.425,26.6788,17.19974
4134,-0.0921,7060.0,40.8,-96.67,14,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,512.8,557.173,-44.373,19.7,32.74878,2.94235
771,0.1198,7913.0,32.32,-86.9,3,1,1,3,1435.0,976.0,1435.0,976.0,0.0,0.0,629.1,653.867,-24.767,23.76667,32.90654,12.2596
2503,-0.4253,8700.0,8.18,38.85,2,1,1,1,1435.0,976.0,1435.0,976.0,0.0,0.0,728.9,847.388,-118.488,20.0875,27.92987,13.61402
62,0.1625,3845.0,44.31,-96.79,3,0,0,0,1435.0,976.0,1435.0,976.0,1.0,1.0,503.5,541.433,-37.933,17.8,29.15936,3.41993
3917,-0.4256,13510.0,44.87,20.33,29,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,398.0,535.596,-137.596,18.21429,29.7739,9.02815
3387,-0.2272,14148.0,-28.92,29.55,18,1,1,1,1435.0,976.0,1435.0,976.0,0.0,0.0,538.3,648.262,-109.962,7.8,18.91165,2.73168
1714,-0.5979,8630.0,45.55,17.03,1,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,658.1,494.673,163.427,16.82857,29.63748,5.99353
2918,-0.0266,3229.0,-24.62,150.87,12,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,307.7,758.851,-451.151,24.37143,31.71999,12.02983
1579,-0.4009,14740.0,45.61,17.86,5,0,0,0,1435.0,976.0,1435.0,976.0,0.0,0.0,489.5,512.061,-22.561,17.58571,29.77124,5.90084
1624,0.2795,1485.0,34.3,-79.73,12,0,0,0,1435.0,976.0,1435.0,976.0,0.0,0.0,487.2,635.314,-148.114,24.18333,34.94758,9.99827
3004,-0.0369,4714.0,34.68,-86.87,13,0,0,0,1435.0,976.0,1435.0,976.0,0.0,0.0,634.7,607.571,27.129,22.36667,33.45708,10.21842
1427,0.2083,2400.0,31.38,72.03,2,1,1,0,1435.0,1435.0,1435.0,1435.0,0.0,0.0,202.1,384.957,-182.857,31.72,41.81672,19.74682
4313,0.0502,8670.0,51.33,-85.33,4,1,1,3,1435.0,976.0,1435.0,976.0,0.0,0.0,231.9,401.124,-169.224,10.68333,22.94786,-1.89181
632,-0.07,10000.0,45.5,-73.58,6,1,1,0,1435.0,976.0,1435.0,976.0,0.0,0.0,580.8,514.048,66.752,16.43333,27.26004,6.13498
1828,0.194,6700.0,7.5,3.9,1,1,1,4,1435.0,976.0,1435.0,976.0,0.0,0.0,781.2,457.77,323.43,27.38,33.76276,22.5147
